id,name,short_name,description
48,Generación programada PVP Eólica marina,Eólica marina,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Eólica marina.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>"
49,Generación programada PVP Solar fotovoltaica,Solar fotovoltaica,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Solar fotovoltaica.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>"
50,Generación programada PVP Solar térmica,Solar térmica,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Solar térmica.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>"
51,Generación programada PVP Océano y geotérmica,Océano y geotérmica,"<p>Energ&iacute;a correspondiente al programa diario, con desglose por periodos de programaci&oacute;n, que incorpora las modificaciones introducidas en el PDBF para la resoluci&oacute;n de las restricciones t&eacute;cnicas identificadas por criterios de seguridad y para el reequilibrio posterior generaci&oacute;n-demanda.</p>

<p>En concreto este indicador se refiere a las unidades de programaci&oacute;n con tipo de producci&oacute;n Oc&eacute;ano&nbsp;y geot&eacute;rmica.</p>

<p><b>Publicaci&oacute;n:</b> diariamente a partir de las 16:00 horas con la informaci&oacute;n del d&iacute;a D+1.</p>
"
52,Generación programada PVP Gas Natural Cogeneración,Gas Natural Cogeneración,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Gas Natural Cogeneración.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>"
53,Generación programada PVP Derivados del petróleo ó carbón,Derivados del petróleo ó carbón,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Derivados del petróleo ó carbón.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>"
54,Generación programada PVP Subproductos minería,Subproductos minería,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Subproductos minería.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>"
55,Generación programada PVP Energía residual,Energía residual,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Energía residual.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>"
56,Generación programada PVP Biomasa,Biomasa,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Biomasa.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>"
57,Generación programada PVP Biogás,Biogás,"<p>Energ&iacute;a correspondiente al programa diario, con desglose por periodos de programaci&oacute;n, que incorpora las modificaciones introducidas en el PDBF para la resoluci&oacute;n de las restricciones t&eacute;cnicas identificadas por criterios de seguridad y para el reequilibrio posterior generaci&oacute;n-demanda.</p>

<p>En concreto este indicador se refiere a las unidades de programaci&oacute;n con tipo de producci&oacute;n Biog&aacute;s.</p>

<p><b>Publicaci&oacute;n:</b> diariamente a partir de las 16:00 horas con la informaci&oacute;n del d&iacute;a D+1.</p>
"
58,Generación programada PVP Residuos domésticos y similares,Residuos domésticos y similares,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Residuos domésticos y similares.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>"
59,Generación programada PVP Residuos varios,Residuos varios,"<p>Energía correspondiente al programa diario, con desglose por periodos de programación, que incorpora las modificaciones introducidas en el PDBF para la resolución de las restricciones técnicas identificadas por criterios de seguridad y para el reequilibrio posterior generación-demanda.</p><p>En concreto este indicador se refiere a las unidades de programación con tipo de producción Residuos varios.</p><p><b>Publicación:</b> diariamente a partir de las 16:00 horas con la información del día D+1.</p>"
